,Facebook Id
1948,380552791981385
1949,100057799280855
1951,100063472633970
1952,1401784303367923
1954,100044538991860
1969,69325239051
1974,1837855489854535
1976,867919443291969
1977,100064739944062
1996,100064342705637
1997,100069307835749
2003,100064773334294
2004,100038914946198
2005,497620367441337
2015,315408658503987
2019,122184407928842
2021,266585260033216
2022,129497117079992
2023,100064616507028
2024,822300237941886
2052,100063837660685
2060,671805219636653
2062,2202217846681536
2084,100044457355171
2096,850964798369610
2109,167707046694972
2119,256415231036192
2128,100063497775599
2140,100044352612925
2141,83660819638
2146,70801478123
2147,115425772631
2151,171353443038805
2153,134007993283301
2164,413885738648935
2167,127405720643707
2170,67408779409
2175,155190154516058
2184,122701274452942
2187,45095549146
2211,100044271194209
2212,100044592662224
2213,100044363142644
2215,100044198330877
2216,100044852541481
2217,100044568003678
2221,102905571820894
2223,100064761934185
2224,100063579160619
2225,108652819232815
2226,417542331752173
2227,100044566143730
2229,14827657177
2231,100044634720226
2232,100050754665313
2234,114787771891255
2237,100044277857064
2238,100063888363295
2239,100044648430185
2246,100044432560107
2247,100058013351323
2248,979585418796144
2249,100044431869553
2250,100051393064939
2255,100045299295813
2256,116380896454
2259,100064541450530
2262,100047103341852
2264,83960796709
2265,45809529741
2268,100064637236034
2269,32209253754
2273,100050561166589
2277,2030590757228019
2284,100058121076797
2286,100050344046566
2289,187124247984804
2291,100045483736252
2293,1396293943952550
2294,100044447648933
2295,106487520883333
2304,100058214373578
2305,100064327946870
2306,42580340317
2310,100069400980611
2312,153777947986471
2317,55038746493
2320,107330584085380
2321,100064346993065
2337,100063775530965
2345,100063656556776
2347,100044326694904
2348,100044282743609
2356,100048682908895
2361,100063542388173
2369,100064878120204
2372,100057895997321
2381,100058057899690
2384,100064212121770
2385,100064868734920
2389,100058164545441
2390,100044297570801
2391,100064373121778
2402,101319054682618
2404,100064478958847
2410,100064698433460
2411,303820210282111
2414,123937484288
2426,102840951404905
2431,7432024983
2432,100044544664744
2436,124972404223985
2440,100058026493368
2444,100045326070079
2445,100057638666391
2449,178934048813608
2450,100044269817614
2457,100057911235859
2461,397838323597310
2463,106118219516616
2471,183039938852797
2474,156826821518728
2477,100044832811862
2482,100067225250306
2486,140090392858113
2492,100057722633255
2494,100050504288805
2501,100058183144298
2504,100048569960061
2507,763835230441918
2511,100064515921367
2518,158570131112
2527,100064413680826
2528,352703641601155
2535,207481543481
2536,100064392085932
2540,100064694530589
2541,100064868223874
2543,100063696992628
2544,33790845194
2554,100057948704850
2563,695899963862440
2577,676975505722658
2582,143670299473007
2583,131375629462
2584,100064539348209
2587,590532171082924
2589,67045558594
2597,100045193836080
2601,100058028620185
2602,125562994150973
2604,143002500347
2605,100063635136548
2608,100063752223560
2611,100057887896856
2617,88476979019
2626,193523587781
2630,125527360857805
2631,100064378614151
2633,48350051278
2637,142780595838371
2643,165804971480
2644,100039501084263
2657,212719452084122
2666,100023842160125
2674,100063544838645
2692,50614167032
2695,867503273334247
2696,100063749553339
2697,194656240567496
2700,125674490806600
2716,109256880843582
2718,100063821298482
2719,106299223280
2726,100030283064874
2742,100044945267686
2750,100064895043756
2776,100047715711431
2777,807403536046148
2778,100045214187920
2779,180024368705304
2791,80224970888
2792,55284908361
2794,15552063377
2796,100063886330653
2823,100066977811922
2824,100064834652703
2825,1622448958007112
2831,100064625655042
2844,100064936470284
2862,255254888495114
2866,793294667347992
2869,100044274977275
2879,100057610886693
2880,100057726924504
2884,121907351195882
2886,100063940247516
2887,100067881785801
2902,100058176846017
2908,143217625316
2911,56371562834
2918,140323326004772
2931,294977628392
2932,100037237105955
2948,100068596592453
2950,440098532744230
2956,97733142624
2958,100057886066132
2972,425320161538974
2973,125683440823382
2975,289544064711784
2993,111132234116
2996,100064495880825
2997,938244789565141
3010,2070639196495156
3039,100069233318892
3046,114894053241166
3047,100058174415117
3048,113282242024702
3053,100057960796185
3068,106161867656555
3072,100057676015743
3073,100069204999910
3079,128612337165879
3082,728515903919897
3085,100044424219932
3086,100045692498540
3090,100068430259176
3096,102558741223621
3097,2340052979422044
3098,1105521026135216
3100,440561456148263
3102,100063499369486
3105,100068097725611
3108,100058088738711
3110,2308177555878423
3112,504235489600522
3113,100057963075076
3114,100045435758991
3116,100046800472830
3117,275250932509398
3146,100049662317388
3148,53321099924
3151,100069120433833
3154,100058088139427
3155,100058074757948
3176,103800138257034
3177,245932542126045
3182,838229676326357
3188,100064517807191
3190,157610800935614
3194,100045800100621
3200,100063613736292
3221,100049105551055
3227,110913438948
3234,100064927200825
3235,100057855380426
3237,160132570712046
3255,100064679047049
3266,1048685288561315
3271,100063584597177
3272,100063771333003
3275,100050393414107
3280,164752760915981
3282,100063876800363
3285,100063562394038
3286,113424347168
3289,192277135474
3292,100057705744465
3293,100057892126902
3294,136715926518043
3303,100064452533785
3311,100044170042736
3317,158081927568733
3318,315296188579990
3329,534467713569007
3338,318997202102611
3349,100057848538092
3356,132498850098508
3357,100064928492587
3358,100050164643630
3363,10365879631
3397,967487313315630
3409,201048045664
3410,324504017888553
3411,115547285141247
3412,414410738708151
3414,505728516222449
3415,620101625024795
3416,115951081775990
3424,344890419216928
3431,239805449542837
3432,179513125974
3433,100058209365499
3478,100068885093366
3480,100076046341698
3484,100063709660418
3485,1808489846052671
3496,100398878407933
3508,100069253927966
3512,157719554251064
3513,100063837570468
3515,14080610993
3522,100068644009259
3524,194242003360
3528,100057930676530
3535,100057872118848
3539,61031347355
3583,100078140225142
3587,100069112513999
3589,181134258684689
3590,100068988136722
3592,100064317447300
3603,100063928111189
3606,275319812505870
3613,103354451116295
3616,100069124753310
3622,334839183521804
3625,88247632972
3627,100058127585787
3632,100034449914382
3638,48449165681
3641,100057750713875
3643,100058210802379
3645,257526777674713
3646,100063466752840
3649,100066782469776
3654,20716065352
3656,168896856501
3657,10574677739
3672,163090351641
3681,209065235404
3682,155987867261
3706,133969350396834
3712,100068251998459
3715,400530453405483
3717,945656358806322
3718,179712422044409
3726,100066765439644
3743,109884730714256
3747,100026951573680
3748,100067074222302
3749,100058128757679
3761,197088590327867
3762,100069617360750
3763,1419289188368724
3764,48792881966
3768,100064411670930
3771,100064554585374
3777,1512580415436285
3778,483854775085065
3781,851979534918779
3782,47809854792
3786,100058237263731
3790,667034516767234
3803,352106291520917
3849,457077347665575
3854,54072464630
3881,100063934024869
3885,188092901293386
3886,101718412242145
3888,111822020647881
3891,100046788757770
3893,100069153761574
3897,169922867046
3929,100069174518833
3935,128838523917045
3936,190430131101992
3938,235776673464360
3950,149364208433088
3952,1734985213444040
3955,272718229320
3957,221002161299023
3958,100064453523757
3959,100064364726708
3961,100064846324835
3962,100066810998098
3963,558313740951210
3967,54115800846
3969,122508724472109
3970,372001536675431
3976,100064567997770
3981,77814457477
3989,1158965964279410
3992,119869134713912
3993,100055149625713
3996,813764055314389
3997,164220523806
4000,100046519755309
4001,100058070440343
4003,100057649795767
4007,100057999311925
4015,22662044807
4020,100058070771436
4030,100063473806061
4045,213347445275
4057,170912573085351
4059,100057885018072
4066,100064821395275
4068,113968862012673
4069,165646353520815
4075,293557869364
4106,73420291906
4109,93526777156
4131,111216038904721
4145,25683177506
4146,100063693678365
4147,100044562600770
4148,100050632863017
4149,100042993441498
4150,100063981333007
4153,313642409010
4157,100058055438618
4159,100057718225991
4162,68318712784
4165,100063683946378
4172,660355610643220
4174,100057891675545
4178,336273367297788
4184,100064428984326
4185,102455201142004
4186,538938216143906
4187,142941525728120
4190,100064626826442
4193,100064840026617
4195,152379488109856
4207,100064803636352
4209,115539418607
4212,100069218259913
4228,100064099001037
4243,149085291922159
4246,101064066621857
4265,164923746866069
4298,100069339870706
4304,100064642754405
4324,382079812427741
4336,100063457513517
4359,111501842212300
4360,100057976636045
4361,132237132627
4382,1478706375767616
4385,531556563549450
4399,100064670803307
4418,231132247502170
4422,100063586869388
4451,469927837154763
4499,136632923835
4551,1757451647859301
4564,100063749072865
4565,100057931816366
4566,116471171710462
4593,100665942159936
4595,305446569618048
4601,6439768716
4604,285630295024
4610,100043832814127
4613,100044415254490
4614,100069149735629
4617,100058136016460
4620,100050435321900
4621,100064729747118
4625,100057976872968
4634,100058259703020
4635,100050672641054
4637,100044720431222
4642,15560056121
4644,100047095276585
4647,100057747714072
4650,100069048825440
4652,100057845387233
4661,762533607146338
4662,14766707599
4664,95788634355
4667,100063675153018
4671,100047259398876
4673,100063745292420
4690,100063497532538
4692,453575921449085
4699,83600052210
4706,286557464737783
4708,100064322634462
4709,406304822776259
4712,105170744437701
4719,100063585669909
4720,100058071011899
4729,120723247990492
4732,8607217326
4740,1755620821432299
4747,1065341466811890
4753,100077463626991
4754,100043116442047
4763,100044155793524
4765,100057818088936
4771,118877958732
4772,1460246214194262
4775,36492309249
4776,227798060608321
4790,134236123262436
4794,222327922463
4802,100063657336578
4811,100064935602223
4816,1171703072864416
4818,207948535913976
4820,535100320024559
4821,100064453341067
4824,100057989982816
4825,101586248709479
4828,292940784066783
4829,100066647646781
4836,100068379967302
4839,546946558654214
4854,77086172361
4869,100064779726282
4892,100057900285421
4904,570306673430667
4912,100064371985368
4914,156056657747413
4915,209945252404307
4918,122287500111
4939,99186761772
4941,130961746980426
4943,154666367944796
4947,408558888573
4948,100057745913263
4949,100062232236016
4961,100064833842263
4963,100057992892133
4966,100064555549542
4970,1059292440849618
4976,106936659339630
4984,100057781011851
4985,321393054923979
4988,158422107504086
4991,100058128515731
4999,100439658100702
5001,100064845814710
5007,242987919729378
5010,116405432273403
5011,100247938330908
5014,100046469633774
5017,100068852844629
5028,109080244822447
5033,192719231062
5038,100051124371121
5042,100058277010751
5044,217215731797625
5046,188329797853428
5048,100058100439077
5061,15406964854
5063,1577897098939960
5066,74374330641
5072,100069170890753
5078,100057797661412
5082,161407710565476
5083,2218153288266044
5094,100052167738078
5097,1601909053398004
5103,240257589360220
5107,182862292126
5108,166436606701714
5117,214969495299531
5118,100066607246877
5119,108008300632850
5130,207216579934657
5131,79760281645
5135,100064753025994
5136,100063769591477
5142,30508941818
5157,252208106565
5165,232358070175864
5174,79771966064
5176,100057611337084
5177,1110838148974057
5182,100058236363552
5185,93848366183
5186,220879178600
5187,148139691868120
5195,1707338459330085
5201,104795674647026
5204,100064793526240
5205,529043677135590
5221,100064633904176
5226,934312093366310
5227,514457355256241
5228,100067034016403
5233,368658190551
5234,1059255154254940
5260,100063712652943
5263,100064706524659
5270,107118733800
5277,100064439182071
5281,100031221675461
5305,168001989952547
5306,16511263815
5307,100044240478792
5308,100044286733670
5309,100064678932787
5310,100069192042258
5311,43819229306
5314,100064828832938
5316,95483488591
5318,7010901522
5319,100064629226454
5320,100064688800689
5321,100068943828281
5323,100043841933833
5325,200548226627766
5326,100053416809287
5328,105505062825945
5339,100045495126319
5342,49800458186
5344,308718779436
5346,78500926509
5347,464222200266805
5349,100064442932009
5351,119136252779
5354,100044643121923
5356,100044433726307
5371,53214848444
5374,100063796586161
5375,100044587922569
5377,100232460038029
5392,100064524471091
5399,100044140884073
5400,122951382803
5401,100043995412819
5416,53387223944
5419,123584364348830
5424,100050292017612
5432,100045105158985
5438,100058088440838
5439,62050087491
5440,100058145825011
5445,100064188395593
5447,100044256918127
5452,100064329655987
5461,100044166139927
5462,100044135632621
5463,49134238659
5465,1105618909530700
5469,121066891237992
5475,355703527834405
5476,100044421429880
5480,427569851109649
5496,100050577455570
5497,134202576764217
5498,100063466154096
5513,100058291230026
5516,100064372852249
5524,282016396263
5531,100064424094736
5550,100064799018084
5554,100063487122802
5560,20715882266
5567,111318753582390
5569,121303241343826
5573,22958317602
5577,100058315680567
5579,100047557899720
5581,35306121690
5586,325011977618710
5587,100064920360737
5588,132358089512
5592,70657021294
5593,100044040973629
5602,145917678794510
5611,107926057795243
5617,102540204580217
5630,238088327370
5632,100044649694116
5653,86649244630
5664,100064706195220
5669,100057830748657
5680,100063732766480
5682,100057583024161
5697,237240776908812
5706,70760530551
5708,100058077189071
5731,100076044212989
5736,100064515171603
5737,100058213385111
5746,170369979713517
5756,100080760797242
5767,21812408067
5778,100057653486801
5789,100040646450250
5797,100063911238002
5803,100037941830232
5804,100058087268567
5808,280695705311211
5809,100050244560132
5813,19925662736
5824,100063787800308
5827,100057744894420
5852,7871731537
5870,100057856100621
5887,100042369796858
5905,1680286675604077
5927,106731867467788
5935,100058003960995
5942,1938681499720410
5944,100039993646589
5946,100044524445700
5951,166060673456299
5955,100057994842124
5956,100057930315912
5957,100064754288495
5969,32279140276
5973,127127436536
5980,100058116516019
5981,100047230052361
6000,2109727092575276
6009,100063615930243
6014,184917011614049
6025,100057976363428
6026,100057758724095
6027,100057644185896
6028,100057827449432
6078,100057970784060
6093,350133526321
6098,218685164816337
6099,396286467369818
6118,100069112963999
6121,100062486201403
6129,100058094200347
6138,100582511771337
6139,415923555151729
6149,100069378422321
6162,100057812872111
6174,100063518412733
6186,374893969513650
6193,436761147106338
6203,100057815479874
6205,100063453828966
6209,100050346885959
6211,172547812794421
6212,100064590253919
6221,168909868881
6230,100057907066833
6232,274932325884358
6241,100064812396586
6243,482240615220089
6245,147853348595382
6248,100045178355731
6254,1384312464920002
6258,250318114978229
6300,139747107004
6337,202067903144985
6341,100044112892247
6354,100050187202183
6367,594698487256549
6377,100058258681154
6404,72120044076
6417,151521811594010
6418,1688215537882241
6420,374149832631589
6421,161090927377
6424,100057944776176
6425,100058067200058
6439,100057966042565
6441,199611250080316
6459,100063811753124
6472,106667474170866
6480,100058216862952
6517,203081816867
6522,29579817055
6534,100057760311107
6537,100064701215320
6538,100051181521674
6539,100058208345857
6544,100028245807015
6558,101831361621272
6585,404189763007168
6595,25556806972
6616,100062989626140
6618,1311420288896913
6633,100067378175078
6647,100058225594761
6652,100063480763054
6668,103170461161873
6676,100057739944324
6680,100064111204775
6683,100057951674130
6684,100064383683470
6685,100064689970625
6708,1451545231796538
6711,32312222221
6713,111728016915574
6734,103775088942755
6745,100057994242247
6753,100058152877963
6758,100058053100901
6762,100058033720771
6775,489030534606076
6776,100058252290185
6817,100057976363859
6820,237111536383436
6821,100064693420864
6853,127335021222787
6875,117724128241434
6888,105090324588837
6890,100058049440715
6902,100064782004040
6911,100057912105160
6912,97596514295
6914,229821759937
6933,1529267337319151
6939,100025491806291
6941,1963162497250588
6943,2189966354657925
6944,947315835303398
6953,100058100828356
6954,32048457338
6974,203127526553859
6975,100044615721888
6984,100064799677976
6985,100064881902553
6994,100063864153982
6999,100058077669547
7006,100044575803073
7029,108571134348039
7037,100058122666115
7047,179621055271
7049,132584770137896
7058,100054983836089
7061,344125818816
7062,335944538615
7084,100145544831970
7087,100359328320668
7088,139767989400097
7098,136494226381359
7106,100063608829353
7118,144811815684
7123,46081763207
7143,1811728142409078
7144,100057950174880
7162,316868719215210
7171,100063568877369
7175,100063795750633
7179,967321480001271
7186,99037890199
7188,100063839630294
7195,100057779633061
7223,140210492760051
7224,145292382232714
7225,101037451798792
7235,1459461647629695
7236,809884199356666
7247,100064508031901
7248,314335262028020
7257,176115909084742
7261,143495165714520
7279,100057792530903
7280,122058577818120
7288,100064789028077
7306,103980562242847
7308,209974152415031
7309,100063901481645
7318,473393416201833
7327,100064502357535
7337,1827469180598585
7346,100064378916275
7398,707538272637012
7409,100064541117911
7414,335598100464279
7419,100058330770658
7423,1718238971756970
7424,408307105662
7430,281571338620320
7431,186371881168
7436,349982095443870
7437,100064687869333
7441,1788559814720750
7455,100058061351279
7457,141631369229860
7476,100067047168358
7483,247662672001919
7485,100067166019933
7490,311255476477691
7492,100035021605826
7493,100021257356506
7495,1792966030729641
7496,327436533955863
7499,100058152546580
7501,123019034417911
7502,1960769420646550
7513,100064829972764
7518,387957778010840
7519,240766942779792
7521,100057204229233
7523,100058292971186
7525,364195910323430
7534,218639084615
7559,100057927347953
7560,222348701505747
7565,100057935566001
7570,100057680517331
7604,1724674867835500
7605,100069102404225
7616,100067046661505
7618,100058057599437
7620,1789978124426389
7621,510050549333537
7642,100064824933113
7643,995286257212869
7644,330889020394409
7645,446443538871329
7647,100069037695933
7653,825991424149356
7666,430712450781403
7667,990090141168072
7671,100058180593426
7677,161469680538632
7685,100063703807444
7693,100057944027589
7696,100058241820875
7700,100053608786297
7702,176692742380893
7733,105233922869839
7746,610911722442391
7756,245972382258188
7759,112032890627899
7760,100067415536053
7762,838799112914425
7763,100064501670478
7768,109412335786835
7781,322460011788272
7782,100063480880179
7784,1972710079506187
7788,168034180736394
7792,200637210061424
7793,110098322341218
7796,191401110894930
7808,180487788639062
7809,608524365825978
7810,43373981110
7812,100068310919888
7818,100064945261660
7846,100069322175079
7852,414641038607265
7853,100064843059280
7854,100058148104993
7856,100044216690199
7861,344844665672158
7898,100068838955415
7899,185006098766482
7903,117850859621810
7914,457015337739532
7933,452215001843063
7934,310627687269
7939,134633218462
7940,100069101346378
7954,100063555191942
7977,100063835008573
7982,760185630718960
8002,11974360559
8008,383204355091940
8022,175996585784632
8041,100070380392262
8043,100064849566081
8044,109144789136274
8180,176155669072352
8202,106594079370409
8208,100057886006797
8209,100058173665843
8216,100057960763805
8217,100058101399222
8218,100057723866737
8221,110404119877
8225,230936186958003
8230,100058186954729
8251,162470283812585
8261,100044104150490
8263,100044641200148
8264,100044466188274
8265,100044165272627
8266,148260880456
8267,100047224026789
8268,100064719398931
8269,240977166329446
8272,100066778755992
8275,100044173222280
8279,100044342803525
8280,100044813837662
8283,100064783958234
8284,100044192118411
8285,129130583590
8286,100051299868262
8287,100053680544529
8288,100064381885619
8289,100064812543239
8291,100057969283422
8292,100050249809995
8293,100050241380363
8294,100068873063819
8297,100044539834993
8300,54744548521
8301,42739463017
8304,100047142883836
8306,100026420865507
8307,100044750823253
8308,100063692101548
8309,9411497299
8319,100079129164506
8327,100044275427171
8328,100044599381971
8336,313623491951
8352,50110098012
8357,100064524380918
8363,100064043910235
8371,60397070096
8373,100057756834725
8374,100069320511480
8377,100044540293869
8381,100063596941342
8383,1541703729424346
8385,100057939975347
8386,100050218221331
8387,100058235344612
8397,100064390880703
8404,100044629740276
8410,141861125871931
8413,100063795336581
8414,467446643302077
8417,100071080061293
8418,100064912083218
8426,313463592321202
8432,145429001769
8437,182306802176585
8451,100064896181080
8454,100058146366711
8455,673539489767466
8463,72501453968
8465,100058257631334
8468,100026830972328
8470,100054333744578
8485,75611556475
8491,100051121351544
8495,138133752966309
8496,100057802701352
8498,100064708146763
8499,100057802999717
8514,100069915782188
8521,100063652092754
8530,100058020971201
8531,100069367202670
8542,100057648445634
8543,100069061424895
8544,100039448224004
8547,100063530894559
8549,96396520669
8552,185753078030
8554,100050511548659
8555,100064868824971
8557,100066866161754
8558,100058252231300
8566,100057679046738
8573,100058052378798
8580,31591671036
8581,120049708008063
8595,19956346812
8597,100064547719990
8599,100044627070402
8612,183101438420350
8613,371626320304
8615,27670195475
8617,1020414964696517
8622,100051718509178
8624,100057883097240
8625,100063763652408
8626,117767464917016
8636,103716957822690
8638,188101871241537
8640,100045099313469
8647,100064679347778
8657,100058276231005
8665,100064631204362
8669,102856597975052
8670,117766268248977
8674,50717491726
8675,100064249826968
8682,295714531162
8686,100064669844849
8696,100064815603881
8703,123992797699147
8707,100064391063649
8708,409773915763168
8721,163042677057398
8725,100057870527571
8726,100057914026398
8730,100058278211835
8740,315380411808778
8742,198944803504453
8747,171400173578782
8748,100064759356925
8749,100057912346062
8755,100039202451549
8757,100057669265765
8758,100069189459997
8765,100057733735164
8767,628054170622706
8769,16028904806
8772,100064999531922
8776,100058237472588
8788,52878449587
8789,100068994736740
8790,190519370971881
8793,100063547114977
8799,82415250374
8803,100064901583677
8804,2400457800181491
8817,100063719552822
8822,100057975824297
8826,187107263923
8827,347766895567675
8828,172165446135245
8829,100057979335631
8838,100044815463014
8841,839196392875102
8844,249135515626842
8845,750133395083489
8852,23529032900
8858,141258096681
8864,100076189507878
8866,207113283285419
8868,135109845438
8873,100064714807075
8874,100064603033356
8878,174754566208941
8880,100044209100744
8884,110650027024574
8885,336917900110859
8886,119252556964
8888,1467236423507084
8889,101925526519444
8895,34803500301
8897,100063646506887
8899,302233883508041
8902,100058265730978
8910,146283892222767
8911,100058260453651
8918,23345490827
8919,100064522788505
8927,100064423640100
8932,100043890043518
8933,100057975554108
8937,21019533130
8938,178146325975419
8942,100057938658007
8943,100044410570297
8944,100064958611053
8945,100064769828277
8950,578123985624957
8956,100064694229281
8972,118964625385554
8975,111766248855270
8977,100057964843056
8983,100058212872239
8984,100057953266895
8990,100064050369933
8993,444765258890127
8994,100037234405424
9000,109032739521
9002,100057979215673
9003,100057797093076
9005,100064040675514
9006,289119115945
9025,100057613376956
9027,105284766192
9034,100300727993320
9035,1251506128246997
9041,112179383695557
9042,1043098235895409
9049,100023082017982
9051,172460657186
9052,100057772611972
9053,100057780922984
9059,1407503002879881
9060,100063753811959
